model_label,model_hf_name,prompt_type,think_mode,setting,item_index,chosen_candidate,chosen_is_correct,candidate_logits,candidate_probs_normalized
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,0,silent,True,"{""conversation"": -7.990234375, ""silent"": -7.8671875}","{""conversation"": 0.4692769219001803, ""silent"": 0.5307228371370359}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,1,food,True,"{""food"": -8.203125, ""secret"": -11.203125}","{""food"": 0.9525737005470133, ""secret"": 0.0474258519545633}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,2,carpentry,True,"{""accuracy"": -7.101318359375, ""carpentry"": -6.219401041666667}","{""accuracy"": 0.29278065564697786, ""carpentry"": 0.7072195744748521}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,3,indecision,False,"{""indecision"": -7.00390625, ""location"": -8.328125}","{""indecision"": 0.7898826900418239, ""location"": 0.21011724633894105}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,4,disagreed,False,"{""agree"": -10.578125, ""agreed"": -8.2626953125, ""disagree"": -7.916015625, ""disagreed"": -6.810953776041667}","{""agree"": 0.01455322992864511, ""agreed"": 0.1474136594464309, ""disagree"": 0.2084965161955035, ""disagreed"": 0.6295368184067692}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,5,animal,True,"{""animal"": -8.609375, ""secret"": -9.609375}","{""animal"": 0.7310583605840775, ""secret"": 0.2689413411553812}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,6,asleep,False,"{""asleep"": -6.6640625, ""awake"": -6.8828125}","{""asleep"": 0.5544704821687028, ""awake"": 0.4455295488668105}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,7,conflict,False,"{""collaborating"": -7.238606770833333, ""conflict"": -6.1102294921875, ""together"": -11.90625, ""working"": -9.90625}","{""collaborating"": 0.23983994133527617, ""conflict"": 0.7412583591489263, ""together"": 0.002253148833778556, ""working"": 0.016648643132029923}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,8,unharmed,True,"{""hurt"": -8.828125, ""unharmed"": -3.1529947916666665}","{""hurt"": 0.0034184961907618157, ""unharmed"": 0.9965814505397446}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,9,wet,True,"{""dry"": -9.3984375, ""wet"": -7.3212890625}","{""dry"": 0.1113377822669638, ""wet"": 0.8886621250773856}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,10,platonic,True,"{""platonic"": -4.700602213541667, ""romantic"": -8.7666015625}","{""platonic"": 0.9831430208151257, ""romantic"": 0.01685681617674052}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,11,no,False,"{""no"": -4.96484375, ""yes"": -4.96484375}","{""no"": 0.49999999904767284, ""yes"": 0.49999999904767284}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,12,good,False,"{""bad"": -10.1953125, ""good"": -8.1953125}","{""bad"": 0.11920288406495688, ""good"": 0.8807967975102928}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,13,sportsman,True,"{""career"": -8.33251953125, ""sportsman"": -4.42547607421875}","{""career"": 0.01970379979206619, ""sportsman"": 0.9802963824585282}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,14,reality,False,"{""object"": -10.5390625, ""reality"": -7.248046875}","{""object"": 0.035880702729542274, ""reality"": 0.964119498038614}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,15,success,False,"{""object"": -10.3515625, ""success"": -9.3515625}","{""object"": 0.2689413411553812, ""success"": 0.7310583605840775}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,16,no,True,"{""no"": -5.2734375, ""yes"": -6.2734375}","{""no"": 0.7310587091799517, ""yes"": 0.2689414693966366}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,zero_shot,standard,zero_shot_standard,17,no,True,"{""no"": -5.34765625, ""yes"": -5.34765625}","{""no"": 0.49999999904767284, ""yes"": 0.49999999904767284}"
