model_label,model_hf_name,prompt_type,think_mode,setting,item_index,chosen_candidate,chosen_is_correct,candidate_logits,candidate_probs_normalized
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,0,conversation,False,"{""conversation"": -7.26171875, ""silent"": -7.26171875}","{""conversation"": 0.49999999904767284, ""silent"": 0.49999999904767284}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,1,food,True,"{""food"": -8.6015625, ""secret"": -8.6015625}","{""food"": 0.49999999904767284, ""secret"": 0.49999999904767284}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,2,carpentry,True,"{""accuracy"": -7.3258056640625, ""carpentry"": -4.130256652832031}","{""accuracy"": 0.03933355756958999, ""carpentry"": 0.960666244013962}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,3,indecision,False,"{""indecision"": -6.322265625, ""location"": -8.6796875}","{""indecision"": 0.9135223603071148, ""location"": 0.08647764819185268}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,4,disagreed,False,"{""agree"": -9.78125, ""agreed"": -8.1171875, ""disagree"": -8.11767578125, ""disagreed"": -7.042805989583333}","{""agree"": 0.03700720038378077, ""agreed"": 0.19542467257971594, ""disagree"": 0.19532927366895297, ""disagreed"": 0.5722387790408549}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,5,animal,True,"{""animal"": -7.73046875, ""secret"": -10.734375}","{""animal"": 0.9527504095019874, ""secret"": 0.04724971960159721}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,6,awake,True,"{""asleep"": -7.4638671875, ""awake"": -7.4375}","{""asleep"": 0.49340864163597736, ""awake"": 0.5065914731513709}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,7,conflict,False,"{""collaborating"": -7.164306640625, ""conflict"": -6.5487060546875, ""together"": -9.734375, ""working"": -8.734375}","{""collaborating"": 0.3189458146199416, ""conflict"": 0.5902946471379807, ""together"": 0.024409023240004917, ""working"": 0.06635060432373989}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,8,unharmed,True,"{""hurt"": -7.8046875, ""unharmed"": -1.9590619405110676}","{""hurt"": 0.0028841830139171095, ""unharmed"": 0.9971158453120792}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,9,dry,False,"{""dry"": -6.35546875, ""wet"": -7.35546875}","{""dry"": 0.7310587091799517, ""wet"": 0.2689414693966366}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,10,platonic,True,"{""platonic"": -4.62548828125, ""romantic"": -7.8125}","{""platonic"": 0.9603424350761135, ""romantic"": 0.0396574254444551}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,11,no,False,"{""no"": -2.861328125, ""yes"": -2.861328125}","{""no"": 0.49999999904767284, ""yes"": 0.49999999904767284}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,12,good,False,"{""bad"": -6.9140625, ""good"": -5.9140625}","{""bad"": 0.2689414693966366, ""good"": 0.7310587091799517}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,13,sportsman,True,"{""career"": -7.5390625, ""sportsman"": -2.5647125244140625}","{""career"": 0.006865548679003533, ""sportsman"": 0.9931343338590972}"
Pythia-70m-deduped,EleutherAI/pythia-70m-deduped,few_shot,standard,few_shot_standard,14,reality,False,"{""object"": -12.0390625, ""reality"": -6.3662109375}","{""object"": 0.0034262673847767567, ""reality"": 0.9965736096539878}"
