model_label,model_hf_name,prompt_type,think_mode,setting,item_index,chosen_candidate,chosen_is_correct,candidate_logits,candidate_probs_normalized
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,0,silent,True,"{""conversation"": -6.013916015625, ""silent"": -4.40765380859375}","{""conversation"": 0.16710824187684278, ""silent"": 0.8328919854551154}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,1,food,True,"{""food"": -3.962890625, ""secret"": -6.0}","{""food"": 0.8846386713480089, ""secret"": 0.11536141110821127}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,2,carpentry,True,"{""accuracy"": -4.4375, ""carpentry"": -2.56988525390625}","{""accuracy"": 0.13381797277908622, ""carpentry"": 0.8661821406036889}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,3,indecision,False,"{""indecision"": -2.05029296875, ""location"": -5.00390625}","{""indecision"": 0.9504339938150693, ""location"": 0.04956601585187165}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,4,disagreed,False,"{""agree"": -4.19140625, ""agreed"": -5.743133544921875, ""disagree"": -4.52801513671875, ""disagreed"": -3.8543497721354165}","{""agree"": 0.3005812032343831, ""agreed"": 0.06368764894200217, ""disagree"": 0.21467152256423522, ""disagreed"": 0.4210595796094059}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,5,secret,False,"{""animal"": -3.388671875, ""secret"": -2.677734375}","{""animal"": 0.3293917562053618, ""secret"": 0.6706083535145633}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,6,awake,True,"{""asleep"": -4.8125, ""awake"": -4.3929443359375}","{""asleep"": 0.39662305827377603, ""awake"": 0.6033768851581363}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,7,collaborating,True,"{""collaborating"": -4.7861328125, ""conflict"": -5.0394287109375, ""together"": -8.3125, ""working"": -7.0546875}","{""collaborating"": 0.5238038920284289, ""conflict"": 0.4065965694430359, ""together"": 0.015405894176340263, ""working"": 0.05419359212158096}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,8,unharmed,True,"{""hurt"": -5.385528564453125, ""unharmed"": -1.764555295308431}","{""hurt"": 0.02605936156472452, ""unharmed"": 0.9739405863461288}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,9,wet,True,"{""dry"": -3.82421875, ""wet"": -3.45703125}","{""dry"": 0.4092208357016543, ""wet"": 0.5907792634380938}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,10,platonic,True,"{""platonic"": -2.096832275390625, ""romantic"": -4.52618408203125}","{""platonic"": 0.9190384149169188, ""romantic"": 0.08096169289796923}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,11,yes,True,"{""no"": -4.75390625, ""yes"": -2.83984375}","{""no"": 0.12852514210287466, ""yes"": 0.8714748825334074}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,12,good,False,"{""bad"": -4.72265625, ""good"": -3.93359375}","{""bad"": 0.3123700214234716, ""good"": 0.687630033441995}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,13,sportsman,True,"{""career"": -4.6015625, ""sportsman"": -2.278106689453125}","{""career"": 0.08919890028912202, ""sportsman"": 0.9108010813661301}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,14,reality,False,"{""object"": -8.28125, ""reality"": -4.8828125}","{""object"": 0.03234433543849272, ""reality"": 0.9676557590861241}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,15,success,False,"{""object"": -6.44921875, ""success"": -5.65234375}","{""object"": 0.3106944540803274, ""success"": 0.6893057740080362}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,16,yes,False,"{""no"": -5.37890625, ""yes"": -3.75390625}","{""no"": 0.1645164489006012, ""yes"": 0.8354834660260771}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,17,yes,False,"{""no"": -4.47265625, ""yes"": -3.716796875}","{""no"": 0.31954589835050845, ""yes"": 0.6804540495759823}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,18,yes,False,"{""no"": -4.8984375, ""yes"": -3.951171875}","{""no"": 0.27943507213806257, ""yes"": 0.7205649741085074}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,19,handyman,False,"{""handyman"": -2.472686767578125, ""owner"": -5.36328125}","{""handyman"": 0.9473795706246897, ""owner"": 0.05262047719196485}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,20,yes,False,"{""no"": -5.59765625, ""yes"": -4.58984375}","{""no"": 0.26740811598287123, ""yes"": 0.7325916962691067}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,21,yes,False,"{""disputed"": -5.9403076171875, ""no"": -3.431640625, ""yes"": -3.322265625}","{""disputed"": 0.037040611284390755, ""no"": 0.45517497487322683, ""yes"": 0.5077843782389501}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,22,yes,False,"{""no"": -3.685546875, ""uncertain"": -5.119086265563965, ""yes"": -3.505859375}","{""no"": 0.4106259467344124, ""uncertain"": 0.09791926418311409, ""yes"": 0.49145490952022336}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,23,yes,False,"{""no"": -4.4765625, ""yes"": -3.953125}","{""no"": 0.3720487329992164, ""yes"": 0.6279511321414785}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,24,no,True,"{""no"": -3.193359375, ""yes"": -3.380859375}","{""no"": 0.5467381591701916, ""yes"": 0.45326185397243934}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,25,yes,True,"{""no"": -4.265625, ""yes"": -2.96875}","{""no"": 0.2146914331608035, ""yes"": 0.7853086322752609}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,26,yes,True,"{""no"": -3.576171875, ""yes"": -2.841796875}","{""no"": 0.3242353775649097, ""yes"": 0.6757645563841816}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,27,yes,False,"{""no"": -5.609375, ""yes"": -4.4765625}","{""no"": 0.24364242860621058, ""yes"": 0.7563575347368102}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,28,yes,False,"{""no"": -5.74609375, ""yes"": -5.265625}","{""no"": 0.38214139027830607, ""yes"": 0.6178584721366346}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,29,yes,False,"{""no"": -3.896484375, ""yes"": -2.888671875}","{""no"": 0.2674081797379419, ""yes"": 0.7325918709325988}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,30,belief,False,"{""belief"": -2.419921875, ""color"": -4.171875}","{""belief"": 0.8521989790131574, ""color"": 0.14780102122627758}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,31,enthusiasm,False,"{""enthusiasm"": -4.343587239583333, ""water"": -6.23046875}","{""enthusiasm"": 0.8683996294610263, ""water"": 0.13160047914993114}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,32,yes,False,"{""no"": -4.84765625, ""yes"": -3.650390625}","{""no"": 0.23196201698189936, ""yes"": 0.7680380401429294}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,33,lightning,True,"{""credits"": -6.6304931640625, ""lightning"": -6.601531982421875}","{""credits"": 0.49276017809761224, ""lightning"": 0.5072397559143175}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,34,light,True,"{""innovation"": -3.419921875, ""light"": -3.326171875}","{""innovation"": 0.47657968577618326, ""light"": 0.5234203870605549}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,35,yes,False,"{""no"": -4.203125, ""yes"": -3.453125}","{""no"": 0.3208212708736474, ""yes"": 0.679178635769211}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,36,financial,False,"{""financial"": -4.78515625, ""physical"": -5.27734375}","{""financial"": 0.6206216666757657, ""physical"": 0.37937841517039317}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,37,standard,False,"{""mark"": -4.92578125, ""standard"": -3.033203125}","{""mark"": 0.13095078518153977, ""standard"": 0.869049157862308}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,38,alive,True,"{""alive"": -3.853515625, ""dead"": -4.703125}","{""alive"": 0.7004851831836941, ""dead"": 0.2995148020228993}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,39,yes,False,"{""no"": -4.75, ""yes"": -3.78125}","{""no"": 0.275129725955546, ""yes"": 0.7248702817948736}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,40,pass,False,"{""create"": -7.7890625, ""exam"": -5.4029541015625, ""pass"": -4.296875, ""scoring"": -5.974609375, ""system"": -7.3984375}","{""create"": 0.019104212793954665, ""exam"": 0.20768391289045904, ""pass"": 0.627721361331355, ""scoring"": 0.11725628401022771, ""system"": 0.028234196238224207}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,41,trend,False,"{""emotion"": -5.056396484375, ""trend"": -4.9024658203125}","{""emotion"": 0.4615932028634499, ""trend"": 0.5384069322954604}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,42,yes,False,"{""no"": -4.4609375, ""yes"": -4.2734375}","{""no"": 0.45326185397243934, ""yes"": 0.5467381591701916}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,43,yes,False,"{""no"": -3.474609375, ""yes"": -2.724609375}","{""no"": 0.3208212708736474, ""yes"": 0.679178635769211}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,44,movement,True,"{""movement"": -4.7508544921875, ""progress"": -4.9296875}","{""movement"": 0.5445893600677538, ""progress"": 0.45541042033428425}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,45,see,True,"{""acquire"": -6.58984375, ""see"": -5.7265625}","{""acquire"": 0.29665423021444465, ""see"": 0.7033456873173417}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,46,obvious,False,"{""leave"": -6.84375, ""leaving"": -5.67047119140625, ""obvious"": -5.0546875, ""say"": -8.1328125, ""saying"": -7.263671875}","{""leave"": 0.08969380390064864, ""leaving"": 0.289941883006625, ""obvious"": 0.5367133702733007, ""say"": 0.02471324144496676, ""saying"": 0.0589376329327507}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,47,escape,False,"{""escape"": -7.28515625, ""give"": -8.03125, ""giving"": -9.953125, ""paper"": -8.078125, ""piece"": -11.359375}","{""escape"": 0.4967431259378256, ""give"": 0.23556321192678134, ""giving"": 0.03447051404582868, ""paper"": 0.22477598707764734, ""piece"": 0.00844736276014125}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,48,radio,True,"{""frequency"": -8.828125, ""opinions"": -7.305389404296875, ""radio"": -6.07421875, ""sharing"": -7.70703125}","{""frequency"": 0.04105627924102161, ""opinions"": 0.18823277947061998, ""radio"": 0.6447418730519114, ""sharing"": 0.12596921351036014}"
Pythia-2.8b-deduped,EleutherAI/pythia-2.8b-deduped,zero_shot,standard,zero_shot_standard,49,durability,True,"{""durability"": -3.8926188151041665, ""kindness"": -4.484375}","{""durability"": 0.643767880848044, ""kindness"": 0.35623197087920444}"
