model_label,model_hf_name,prompt_type,think_mode,setting,item_index,chosen_candidate,chosen_is_correct,candidate_logits,candidate_probs_normalized
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,0,silent,True,"{""conversation"": -5.98681640625, ""silent"": -2.4375}","{""conversation"": 0.027941134659569957, ""silent"": 0.9720588713248611}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,1,food,True,"{""food"": -3.412109375, ""secret"": -5.9140625}","{""food"": 0.9242785526504659, ""secret"": 0.07572136590850492}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,2,accuracy,False,"{""accuracy"": -2.767578125, ""carpentry"": -3.564788818359375}","{""accuracy"": 0.6893774314125808, ""carpentry"": 0.3106224612015385}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,3,location,True,"{""indecision"": -2.3416748046875, ""location"": -1.953125}","{""indecision"": 0.40406648334617207, ""location"": 0.5959335883106724}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,4,disagreed,False,"{""agree"": -5.96484375, ""agreed"": -5.41015625, ""disagree"": -5.14569091796875, ""disagreed"": -4.889689127604167}","{""agree"": 0.1259379225936228, ""agreed"": 0.2193078844797283, ""disagree"": 0.2856998944373011, ""disagreed"": 0.3690543374121902}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,5,animal,True,"{""animal"": -3.404296875, ""secret"": -3.982421875}","{""animal"": 0.640635963304526, ""secret"": 0.359364206003244}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,6,awake,True,"{""asleep"": -4.02734375, ""awake"": -3.69921875}","{""asleep"": 0.41869686587586774, ""awake"": 0.5813030302785629}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,7,conflict,False,"{""collaborating"": -4.767415364583333, ""conflict"": -4.4298858642578125, ""together"": -7.7890625, ""working"": -7.6484375}","{""collaborating"": 0.3989977902494299, ""conflict"": 0.5591878917758315, ""together"": 0.01943953545077318, ""working"": 0.02237476815191394}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,8,unharmed,True,"{""hurt"": -5.543548583984375, ""unharmed"": -2.50541090965271}","{""hurt"": 0.04573237633703388, ""unharmed"": 0.9542676380772318}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,9,dry,False,"{""dry"": -1.9306640625, ""wet"": -3.462890625}","{""dry"": 0.8223318635299893, ""wet"": 0.17766814885786658}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,10,platonic,True,"{""platonic"": -3.4033126831054688, ""romantic"": -5.9432373046875}","{""platonic"": 0.926893793328894, ""romantic"": 0.07310628689673533}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,11,yes,True,"{""no"": -4.3671875, ""yes"": -3.9453125}","{""no"": 0.39606817691887264, ""yes"": 0.6039318499573872}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,12,good,False,"{""bad"": -4.65625, ""good"": -3.21875}","{""bad"": 0.19193279964029442, ""good"": 0.8080672690976105}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,13,sportsman,True,"{""career"": -5.44140625, ""sportsman"": -1.8445587158203125}","{""career"": 0.026678734473566095, ""sportsman"": 0.973321258988339}"
Pythia-410m-deduped,EleutherAI/pythia-410m-deduped,zero_shot,standard,zero_shot_standard,14,reality,False,"{""object"": -7.30078125, ""reality"": -4.70703125}","{""object"": 0.06954173326476532, ""reality"": 0.9304581050904148}"
