model_label,model_hf_name,prompt_type,think_mode,setting,item_index,chosen_candidate,chosen_is_correct,candidate_logits,candidate_probs_normalized
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,0,conversation,False,"{""conversation"": -1.330078125, ""silent"": -2.275390625}","{""conversation"": 0.7201714967672476, ""silent"": 0.2798284882716583}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,1,food,True,"{""food"": -0.7861328125, ""secret"": -1.6767578125}","{""food"": 0.7090191197769757, ""secret"": 0.2909808604659869}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,2,carpentry,True,"{""accuracy"": -1.5556640625, ""carpentry"": -1.14495849609375}","{""accuracy"": 0.3987429511058046, ""carpentry"": 0.6012570475640054}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,3,indecision,False,"{""indecision"": -0.8550796508789062, ""location"": -1.4697265625}","{""indecision"": 0.6490000970571679, ""location"": 0.3509999160998611}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,4,agree,True,"{""agree"": -1.3203125, ""agreed"": -1.5234375, ""disagree"": -2.4609375, ""disagreed"": -3.7890625}","{""agree"": 0.450351885004344, ""agreed"": 0.3675664960303177, ""disagree"": 0.14394110802334772, ""disagreed"": 0.03814059210835754}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,5,secret,False,"{""animal"": -1.9638671875, ""secret"": -0.401123046875}","{""animal"": 0.17325323395920345, ""secret"": 0.8267468069269978}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,6,awake,True,"{""asleep"": -2.5390625, ""awake"": -1.1865234375}","{""asleep"": 0.20545556611410964, ""awake"": 0.7945444323801447}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,7,conflict,False,"{""collaborating"": -4.19970703125, ""conflict"": -1.6806640625, ""together"": -1.8603515625, ""working"": -2.205078125}","{""collaborating"": 0.03211228483813494, ""conflict"": 0.39872888133032, ""together"": 0.3331504303975299, ""working"": 0.23600844030984228}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,8,unharmed,True,"{""hurt"": -2.171875, ""unharmed"": -0.28895409901936847}","{""hurt"": 0.13205373118192668, ""unharmed"": 0.8679462857080859}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,9,wet,True,"{""dry"": -1.3212890625, ""wet"": -0.69677734375}","{""dry"": 0.3487559955943789, ""wet"": 0.6512439304701203}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,10,platonic,True,"{""platonic"": -0.09577620029449463, ""romantic"": -3.46484375}","{""platonic"": 0.9667237441467119, ""romantic"": 0.03327629510735594}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,11,yes,True,"{""no"": -3.3203125, ""yes"": -2.53125}","{""no"": 0.3123700214234716, ""yes"": 0.687630033441995}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,few_shot,standard,few_shot_standard,12,bad,True,"{""bad"": -0.6630859375, ""good"": -1.3974609375}","{""bad"": 0.6757645966628892, ""good"": 0.3242353775649097}"
